destination,time,statusCode,extract_date,flight number,airline,sche_dept_time,day,actual_dept_time,delay_time,delay_min,delay_hour,airlines,airlines_ranking
AMS,00:50,DA,2020-12-18,CX 271,CX,1900-01-01 00:50:00,0 days 00:00:00.000000000,1900-01-01 00:44:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
ICN,00:55,DA,2020-12-18,KE 608,KE,1900-01-01 00:55:00,0 days 00:00:00.000000000,1900-01-01 00:44:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
LHR,01:10,DA,2020-12-18,BA 032F,BA,1900-01-01 01:10:00,0 days 00:00:00.000000000,1900-01-01 01:10:00,0 days 00:00:00.000000000,0,0,British Airways p.l.c.,19
CDG,01:20,DA,2020-12-18,CX 279,CX,1900-01-01 01:20:00,0 days 00:00:00.000000000,1900-01-01 01:03:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SIN,01:25,DA,2020-12-18,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 00:38:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
TLV,01:30,DA,2020-12-18,CX 675,CX,1900-01-01 01:30:00,0 days 00:00:00.000000000,1900-01-01 01:41:00,0 days 00:11:00.000000000,11,0,Cathay Pacific Airways Ltd.,4
ICN,02:00,DA,2020-12-18,OZ 7463,OZ,1900-01-01 02:00:00,0 days 00:00:00.000000000,1900-01-01 01:58:00,0 days 00:00:00.000000000,0,0,Asiana Airlines Inc.,28
ICN,02:00,DA,2020-12-18,KE 8602,KE,1900-01-01 02:00:00,0 days 00:00:00.000000000,1900-01-01 05:40:00,0 days 03:40:00.000000000,220,180,Korean Air Lines Co. Ltd.,35
ICN,03:00,DA,2020-12-18,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 06:20:00,0 days 03:20:00.000000000,200,180,Korean Air Lines Co. Ltd.,35
TLV,03:30,DA,2020-12-18,LY 078,LY,1900-01-01 03:30:00,0 days 00:00:00.000000000,1900-01-01 03:21:00,0 days 00:00:00.000000000,0,0,El Al Israel Airlines Ltd.,100+
ICN,04:00,DA,2020-12-18,KE 8608,KE,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 06:25:00,0 days 02:25:00.000000000,145,120,Korean Air Lines Co. Ltd.,35
VKO,05:00,DA,2020-12-18,RL 9944,RL,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 10:53:00,0 days 05:53:00.000000000,353,300,JSC Royal Flight Airlines,100+
SVO,05:00,DA,2020-12-18,RL 9974,RL,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 04:48:00,0 days 00:00:00.000000000,0,0,JSC Royal Flight Airlines,100+
BKK,05:00,DA,2020-12-18,HX 767,HX,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 04:58:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
MEL,05:35,DA,2020-12-18,QF 030,QF,1900-01-01 05:35:00,0 days 00:00:00.000000000,1900-01-01 05:36:00,0 days 00:01:00.000000000,1,0,Qantas Airways Ltd.,8
ICN,05:55,DA,2020-12-18,AM 9021,AM,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 06:05:00,0 days 00:10:00.000000000,10,0,Aeromexico,100+
MNL,07:40,DA,2020-12-18,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:41:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
CEB,08:20,DA,2020-12-18,CX 921,CX,1900-01-01 08:20:00,0 days 00:00:00.000000000,1900-01-01 08:25:00,0 days 00:05:00.000000000,5,0,Cathay Pacific Airways Ltd.,4
KUL,08:25,DA,2020-12-18,CX 723,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:34:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
SGN,08:25,DA,2020-12-18,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:26:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
CTS,08:30,DA,2020-12-18,HX 6634,HX,1900-01-01 08:30:00,0 days 00:00:00.000000000,1900-01-01 09:38:00,0 days 01:08:00.000000000,68,60,Hong Kong Airlines Limited,24
BKK,08:35,DA,2020-12-18,CX 705,CX,1900-01-01 08:35:00,0 days 00:00:00.000000000,1900-01-01 08:36:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
